1	1	0
2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
8	1	0
9	1	1
10	1	1
11	1	0
12	1	1
13	1	0
14	1	0
15	1	1
16	1	1
17	1	1
18	1	1
19	1	1
20	1	1
21	1	1
22	1	1
23	1	1
24	1	1
25	1	0
26	1	1
27	1	1
28	1	1
29	1	1
30	1	1
31	1	1
32	1	1
33	1	1
34	1	1
35	1	1
36	1	1
37	1	1
38	1	1
39	1	1
40	1	1
41	2	0
42	1	0
43	1	1
44	1	0
45	1	1
46	1	1
47	1	1
48	1	0
49	2	0
50	1	1
51	1	0
52	2	1
53	2	1
54	1	0
55	1	0
56	2	0
57	2	1
58	2	1
59	2	0
60	2	1
61	2	1
62	2	1
63	2	1
64	2	1
65	1	0
66	2	1
67	2	1
68	2	0
69	2	1
70	2	1
71	2	1
72	2	1
73	2	1
74	2	1
75	2	0
76	2	0
77	2	1
78	2	1
79	2	1
80	2	0
81	2	1
82	2	1
83	2	1
84	2	1
85	2	1
86	2	0
87	2	0
88	2	1
89	2	1
90	2	1
91	2	0
92	2	1
93	2	0
94	2	1
95	2	1
96	1	0
97	2	1
98	2	1
99	2	1
100	2	1
101	2	0
102	2	0
103	2	0
104	2	0
105	1	1
106	1	1
107	1	1
108	1	0
109	1	1
110	1	1
111	1	1
112	1	1
113	1	1
114	1	1
115	1	1
116	1	1
117	1	1
118	1	1
119	1	0
120	1	0
121	1	1
122	1	0
123	1	0
124	2	0
125	2	0
126	1	1
127	1	1
128	1	1
129	2	0
130	1	0
131	1	1
132	1	1
133	1	1
134	1	1
135	1	1
136	1	1
137	1	1
138	1	1
139	1	1
140	1	1
141	1	1
142	1	1
143	1	1
144	1	1
145	1	1
146	1	1
147	1	0
148	1	1
149	1	1
150	1	1
151	1	0
152	1	0
153	1	1
154	1	1
155	1	0
156	2	1
157	1	0
158	2	1
159	1	0
160	1	0
161	2	0
162	1	0
163	2	1
164	2	1
165	2	1
166	2	1
167	2	1
168	2	1
169	2	1
170	2	1
171	2	1
172	2	1
173	2	0
174	2	0
175	2	1
176	2	0
177	2	0
178	1	0
179	1	0
180	1	1
181	2	1
182	2	1
183	1	0
184	2	1
185	2	0
186	2	0
187	2	1
188	2	1
189	2	1
190	2	1
191	2	1
192	2	0
193	2	1
194	2	1
195	2	0
196	2	0
197	2	1
198	1	0
199	2	1
200	2	1
