1	1	1
2	2	0
3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
8	1	0
9	1	1
10	1	1
11	1	0
12	1	0
13	1	1
14	1	0
15	1	1
16	1	1
17	1	1
18	1	1
19	1	1
20	1	1
21	1	1
22	1	1
23	1	1
24	1	1
25	1	1
26	1	1
27	1	0
28	1	1
29	1	0
30	1	1
31	1	1
32	2	0
33	1	1
34	1	1
35	1	1
36	1	1
37	1	1
38	1	1
39	1	1
40	1	0
41	1	1
42	1	1
43	1	1
44	1	1
45	1	0
46	1	1
47	1	0
48	2	1
49	1	1
50	1	1
51	1	1
52	1	1
53	1	1
54	1	0
55	1	1
56	1	0
57	2	0
58	1	1
59	2	1
60	1	1
61	1	1
62	1	1
63	1	1
64	1	1
65	1	1
66	1	1
67	1	1
68	1	0
69	2	1
70	2	0
71	2	0
72	1	0
73	1	1
74	1	1
75	1	0
76	2	1
77	2	0
78	1	1
79	1	0
80	1	1
81	1	1
82	1	1
83	1	1
84	1	1
85	1	1
86	1	1
87	1	1
88	1	1
89	1	1
90	1	1
91	2	0
92	1	1
93	1	0
94	2	0
95	1	1
96	1	1
97	1	1
98	1	0
99	1	0
100	2	0
101	1	1
102	1	1
103	1	0
104	1	0
105	1	1
106	1	0
107	1	1
108	1	1
109	1	0
110	1	1
111	1	1
112	1	1
113	1	0
114	1	1
115	1	1
116	1	1
117	1	1
118	1	1
119	1	1
120	1	1
121	1	1
122	1	1
123	1	1
124	1	1
125	1	1
126	1	1
127	1	0
128	1	1
129	1	0
130	1	1
131	1	1
132	1	1
133	1	1
134	1	1
135	1	1
136	1	1
137	1	0
138	1	1
139	1	1
140	1	1
141	1	1
142	1	1
143	1	1
144	1	1
145	1	1
146	1	1
147	1	1
148	1	1
149	1	1
150	1	1
151	1	1
152	1	1
153	1	1
154	1	1
155	1	0
156	1	1
157	1	1
158	1	1
159	1	1
160	1	1
161	1	1
162	1	1
163	1	1
164	1	1
165	1	1
166	1	1
167	1	1
168	1	1
169	1	1
170	1	1
171	1	0
172	1	1
173	1	1
174	1	1
175	1	0
176	2	0
177	1	1
178	1	1
179	1	1
180	1	1
181	1	1
182	1	1
183	1	1
184	1	1
185	1	0
186	1	1
187	1	1
188	1	1
189	1	1
190	1	1
191	1	1
192	1	0
193	1	1
194	1	1
195	1	1
196	1	0
197	1	0
198	2	0
199	1	0
200	1	1
